audio_path,transcript,lang,lang_code,gender,age,country,accent
AUDIO_PATH_HERE/Czp0oniOFjAcn4owZtu98Hk8ZE5fid9C/audio.wav,3,igbo,ibo,Female,24.0,Nigeria,
AUDIO_PATH_HERE/EKXa4vADiG44Q4gKZLVMgCw2n2y2Odbt/audio.wav,8,igbo,ibo,Female,25.0,Nigeria,
AUDIO_PATH_HERE/F0iqVwf6umZcUmu9mqP1sC2fNRW2X1VQ/audio.wav,4,igbo,ibo,Male,28.0,Nigeria,
AUDIO_PATH_HERE/F2ANjx0yN60UYCKuLNzg4P9tdZFt6PnW/audio.wav,3,igbo,ibo,Female,25.0,Nigeria,
AUDIO_PATH_HERE/FNMmSFIzNTzSaEC2bL8q1HYa6SPa22XZ/audio.wav,1,igbo,ibo,Male,26.0,Nigeria,
AUDIO_PATH_HERE/GRXVhgBBzQFQdL7rXSvnO2HLsnA26YKc/audio.wav,4,igbo,ibo,,,,
AUDIO_PATH_HERE/GnpFoMRjAsMso2Y90xbv5NkVEhmGV9Vk/audio.wav,2,igbo,ibo,Male,,,
AUDIO_PATH_HERE/H30cvWGgwJNKnZ9ALTksPquyeeCt74ev/audio.wav,6,igbo,ibo,,,,
AUDIO_PATH_HERE/HTYvqKlObA8Yg6HNcH9tW10wdvoLUvb3/audio.wav,1,igbo,ibo,,,,
AUDIO_PATH_HERE/IGL6LAEHvv5pwpEgW1ljMoZ10o5giLzm/audio.wav,0,igbo,ibo,Female,,Nigeria,
AUDIO_PATH_HERE/IU12IgP8p5iBiJxwmFnvmf4f89yTeWI8/audio.wav,2,igbo,ibo,Male,29.0,Nigeria,Igbo
AUDIO_PATH_HERE/JB6n4Xwytzhd2wfErl9vlBaK5cqNutLr/audio.wav,2,igbo,ibo,Male,28.0,Nigeria,
AUDIO_PATH_HERE/K26taHm3Z2m6O7vEI7ha67vLJCCcIOKU/audio.wav,2,igbo,ibo,Female,24.0,Nigeria,
AUDIO_PATH_HERE/LKXxy6gh09yGBkOJxqtAZZX4yzT5sEA7/audio.wav,4,igbo,ibo,Female,24.0,Nigeria,
AUDIO_PATH_HERE/LV9OtEl11jU2t8d9sXxNHHkY2r7qnTCJ/audio.wav,5,igbo,ibo,,,,
AUDIO_PATH_HERE/NFjzOeYIWtCmzozGX9N6lRHgCRt6IySJ/audio.wav,9,igbo,ibo,Female,28.0,Nigeria,Igbo
AUDIO_PATH_HERE/NfymyjZpmWNryzOaUDdzDGiehMWfPb5h/audio.wav,0,igbo,ibo,,,,
AUDIO_PATH_HERE/NgGf2D0bGmQQWzcwwFnNqXPAidAmYuvs/audio.wav,8,igbo,ibo,Male,29.0,Nigeria,Igbo
AUDIO_PATH_HERE/NnmfLTHTBMbUsT9DXdoiMZ87q2mfMOXd/audio.wav,9,igbo,ibo,Male,28.0,Nigeria,
AUDIO_PATH_HERE/Nqfv2geltUbENlNHJFDdvzTJNPFHuT5z/audio.wav,4,igbo,ibo,Male,,,
AUDIO_PATH_HERE/OIRk0VJCS0YhV0pLR60ZRPcjypXBCEnd/audio.wav,6,igbo,ibo,Male,25.0,Nigeria,Igbo
AUDIO_PATH_HERE/OYc1xbnWXOPsMhzvOQmS5kM9WlIGwoMw/audio.wav,8,igbo,ibo,Female,25.0,Nigeria,
AUDIO_PATH_HERE/PMAqmmjgmKVpoI5fCW10111DGD8Dew0H/audio.wav,2,igbo,ibo,Female,28.0,Nigeria,Igbo
AUDIO_PATH_HERE/PwO62hfvcUgZa2RJczzP6DLFTCWnhCqa/audio.wav,0,igbo,ibo,,29.0,Nigeria,Afikpo
AUDIO_PATH_HERE/QOO3YL4yVgS9kmV7yMZln1MIDp9e5vvG/audio.wav,9,igbo,ibo,Male,25.0,Nigeria,Igbo
AUDIO_PATH_HERE/Qeu0sYYcz4zyrReAAqXT8iyWunTSNIJW/audio.wav,5,igbo,ibo,Male,29.0,Nigeria,Igbo
AUDIO_PATH_HERE/QmhWZgERNHF4BEpkb9sugF6GTOHq9LSN/audio.wav,9,igbo,ibo,Male,27.0,,Afikpo
AUDIO_PATH_HERE/RarMTwSljO72rhikL2K2w4NlVzmb8ATs/audio.wav,0,igbo,ibo,Male,25.0,Nigeria,Igbo
AUDIO_PATH_HERE/RrpePFA6yXerTPVfH4lpsjAQUm3lMhWr/audio.wav,9,igbo,ibo,,,,
AUDIO_PATH_HERE/TT4GX8B6kZz2usCK6gVj1YCFbEmPgfd5/audio.wav,3,igbo,ibo,Female,25.0,Nigeria,
AUDIO_PATH_HERE/TcX0v8g6RAztvyx985nWc0qNccKj2OCB/audio.wav,0,igbo,ibo,,24.0,Nigeria,
AUDIO_PATH_HERE/UEN6f6kTqDO3AA04ZWVHr22u3nalfOS9/audio.wav,0,igbo,ibo,,,,
AUDIO_PATH_HERE/UFyrGGMETIPV0NlI1bEOOPOuXEZi70sS/audio.wav,8,igbo,ibo,Male,,Germany,
AUDIO_PATH_HERE/V9lvNLXsgp8aY0xeMD5xxLh6KHWiLPCe/audio.wav,4,igbo,ibo,Female,25.0,Nigeria,
AUDIO_PATH_HERE/VkfjxzC8TpDMzSy1lzKW8KIR3cBCTgX9/audio.wav,6,igbo,ibo,Male,28.0,Nigeria,
AUDIO_PATH_HERE/WDgIKd73wqpJ9OqrXBv6LpcVnc68Y2ZC/audio.wav,3,igbo,ibo,Male,,,
AUDIO_PATH_HERE/WfRt2luFf8U59u8luw064eU4JxNhJGr2/audio.wav,0,igbo,ibo,Male,26.0,Nigeria,
AUDIO_PATH_HERE/WgpYTs4JfH0yTH0X2F4kpllXf6ZEt8Ak/audio.wav,3,igbo,ibo,,,,
AUDIO_PATH_HERE/Wi0FvUhtljzDa7Av9o1a7xM4xmEnng3V/audio.wav,0,igbo,ibo,Male,27.0,,
AUDIO_PATH_HERE/XLQjgmS4JxvuIO5mkSTZrFB4dVnXwQaM/audio.wav,1,igbo,ibo,Male,28.0,Nigeria,
AUDIO_PATH_HERE/YQnr6j4oBLca8FL4vZTTxuNJXRRHiQh9/audio.wav,8,igbo,ibo,Male,,,
AUDIO_PATH_HERE/YgptYnldWezJJngvOlwTQIikl0zP4zg9/audio.wav,7,igbo,ibo,,,,
AUDIO_PATH_HERE/YqZbMuINX2EHMVwqcMAOjvrwmGaWQ2Wq/audio.wav,3,igbo,ibo,Male,28.0,Nigeria,
AUDIO_PATH_HERE/Yvcnu3zvJ9wYOJVEYtnJkeezl4NONtjc/audio.wav,5,igbo,ibo,,,,
AUDIO_PATH_HERE/Ze5E4ztI6YFWIeTsY3AKcATWRPMO2Jib/audio.wav,3,igbo,ibo,Female,28.0,Nigeria,Igbo
AUDIO_PATH_HERE/aot6AhGlZy8CiM74ued985AdwvQ73UW5/audio.wav,3,igbo,ibo,Male,25.0,Nigeria,Igbo
AUDIO_PATH_HERE/bCGxtTbU5yp7ljUEMlS8gZ5MxxDLoJAP/audio.wav,3,igbo,ibo,Male,26.0,Nigeria,
AUDIO_PATH_HERE/bPSRl5WvGc1vMyui8ykpKjFQGBN4wPOk/audio.wav,0,igbo,ibo,Male,23.0,,
AUDIO_PATH_HERE/bqy4vH5S1W7YowNwTBQkAXe0IOBjxc9K/audio.wav,5,igbo,ibo,Female,28.0,Nigeria,Igbo
AUDIO_PATH_HERE/btD8dhudleZJdVH9xqBa7Xsjeric1Ink/audio.wav,4,igbo,ibo,Male,26.0,Nigeria,
AUDIO_PATH_HERE/bwMoLS85yRG8M34n0kdCLIbkjfz6fARu/audio.wav,1,igbo,ibo,Male,29.0,Nigeria,Igbo
AUDIO_PATH_HERE/cIm30Dw8pj7JP3PZzVSFKKJ4AophBr6V/audio.wav,6,igbo,ibo,Male,27.0,,Afikpo
AUDIO_PATH_HERE/cN25SF7c3nWsvYNTfAyyBspa6nuiLsyT/audio.wav,8,igbo,ibo,Female,24.0,Nigeria,
AUDIO_PATH_HERE/cOVVMxBAj6h7xwMqonlXFx0WBZEojpDo/audio.wav,1,igbo,ibo,Male,,,
AUDIO_PATH_HERE/cTTUsipdWH2sq1qD6ytVfmEC8UGYHDUG/audio.wav,8,igbo,ibo,Male,26.0,Nigeria,
AUDIO_PATH_HERE/cmuacrRnKyffuq9Qh1ibzYbdXh2wvoQg/audio.wav,6,igbo,ibo,,,,
AUDIO_PATH_HERE/dtdbqIegTBszO7fu0uoraRaEXCAJ1b4T/audio.wav,7,igbo,ibo,Female,28.0,Nigeria,Igbo
AUDIO_PATH_HERE/eFJPnuqHhn6RnlRs0jWvR6cT78Kg5YTT/audio.wav,3,igbo,ibo,,29.0,Nigeria,Afikpo
AUDIO_PATH_HERE/eezsjmSfWBxvTjeXFamHGEbTomUcorc1/audio.wav,5,igbo,ibo,Male,28.0,Nigeria,
AUDIO_PATH_HERE/gEjMdwexlxA73FWDR9mwX09eJKCeHKd8/audio.wav,7,igbo,ibo,Male,29.0,Nigeria,Igbo
AUDIO_PATH_HERE/galpOHU6SCLIrr2cXRDoJU2TSBiqHQB6/audio.wav,3,igbo,ibo,,,,
AUDIO_PATH_HERE/gvCL1dGH0rcvxwl6NyvACpb2TmJrJyWt/audio.wav,0,igbo,ibo,Male,28.0,Nigeria,
AUDIO_PATH_HERE/gw1Lr9WLWOC0Hhxj9WLEvuo5ozIda15R/audio.wav,8,igbo,ibo,Female,28.0,Nigeria,Igbo
AUDIO_PATH_HERE/gyzTJbN8MiDZQMg7s6UypvCTY6P2x61D/audio.wav,5,igbo,ibo,Male,25.0,Nigeria,Igbo
AUDIO_PATH_HERE/gzAf9830cNW2TaUPSLqlYMkdFiuiaLvx/audio.wav,7,igbo,ibo,Female,25.0,Nigeria,
AUDIO_PATH_HERE/hJ42RqPlkpjUPZeeWkxucosJE2ooTc5A/audio.wav,9,igbo,ibo,Male,,,
AUDIO_PATH_HERE/hoUl2fhEAOuvo0WRYI7N0l4Cp6yXOes9/audio.wav,2,igbo,ibo,Male,26.0,Nigeria,
AUDIO_PATH_HERE/ippHoYDwcDq1szPKDrKH8wXTq9nyA55y/audio.wav,0,igbo,ibo,,,,
AUDIO_PATH_HERE/ixY6McsHESeQ6fDQdql41NMPHyR5xfQB/audio.wav,1,igbo,ibo,Male,27.0,,Afikpo
AUDIO_PATH_HERE/jJjPhg3xH9A1Sgn9o7E5xStTit1FciAj/audio.wav,0,igbo,ibo,,,,
AUDIO_PATH_HERE/k5YpfgDC0dNOAOgAWMMK7g32oXKwCLkr/audio.wav,8,igbo,ibo,Male,25.0,Nigeria,Igbo
AUDIO_PATH_HERE/lNpGSYs1kWyE3zqTW5arQXKMcCiTkMd2/audio.wav,2,igbo,ibo,Female,25.0,Nigeria,
AUDIO_PATH_HERE/lg4B9gp7o9aBi5rlR3uPtAce3gQwoic7/audio.wav,4,igbo,ibo,Male,27.0,,Afikpo
AUDIO_PATH_HERE/mDreXz1zdu6KqGJgD38Q4OoFn0POUYnH/audio.wav,7,igbo,ibo,Female,24.0,Nigeria,
AUDIO_PATH_HERE/mQpcWI1DlvuulP5zkSeh3cAI6rDphrd5/audio.wav,9,igbo,ibo,Male,29.0,Nigeria,Igbo
AUDIO_PATH_HERE/mhA2VYIVQt7SqR5B99bN3NsD7noUG6gY/audio.wav,2,igbo,ibo,Male,27.0,,Afikpo
AUDIO_PATH_HERE/mj2amgVxHYgpRZk64DyLMBCtPHZ3Ssgh/audio.wav,0,igbo,ibo,Male,,Germany,
AUDIO_PATH_HERE/nKloJwSoOfw4wPHDH76VPYx93oNAE5cG/audio.wav,7,igbo,ibo,,,,
AUDIO_PATH_HERE/nNIo0e5ibf2zQIFBPxs2TfC5qSOhiHGJ/audio.wav,1,igbo,ibo,Male,25.0,Nigeria,Igbo
AUDIO_PATH_HERE/oXo6SpSEJBcIV2shN9th6w0jIRzEcBZm/audio.wav,0,igbo,ibo,,,,
AUDIO_PATH_HERE/op1WWASsJ0jwxQXt0qR5aBSoJGkHRqDQ/audio.wav,0,igbo,ibo,,,,
AUDIO_PATH_HERE/prIkLOlvFzPpHl81wrxHcEUmt2ZHhSJO/audio.wav,0,igbo,ibo,,,,
AUDIO_PATH_HERE/q0TtKQ2iOLngr7g41376P1qIYEKNRek2/audio.wav,3,igbo,ibo,Male,29.0,Nigeria,Igbo
AUDIO_PATH_HERE/qUWjOwxpx5E96MsNKpsQ7zFnzs9dbOPc/audio.wav,2,igbo,ibo,Male,25.0,Nigeria,Igbo
AUDIO_PATH_HERE/qeaoobF9FBPKhJldgkU5zEGuxG0aEGRJ/audio.wav,7,igbo,ibo,Male,27.0,,Afikpo
AUDIO_PATH_HERE/qzWEw8buzkzc0Pr56lDW7RWrJKzUEncY/audio.wav,8,igbo,ibo,,29.0,Nigeria,Afikpo
AUDIO_PATH_HERE/rJqbQez84emINUAWMOD45hmiYlc0GSlP/audio.wav,5,igbo,ibo,Female,24.0,Nigeria,
AUDIO_PATH_HERE/rdHXo3kHjEkTN5n2MAnKpWXRftzxSnTq/audio.wav,4,igbo,ibo,Male,25.0,Nigeria,Igbo
AUDIO_PATH_HERE/sAymElmCNJhWOKUoovIhgRnfZCRSwA22/audio.wav,1,igbo,ibo,Female,25.0,Nigeria,
AUDIO_PATH_HERE/sBXzeymAu89xrPrjVETymqluJXWBjlMl/audio.wav,6,igbo,ibo,,,,
AUDIO_PATH_HERE/u3FEoTCUTc1SEY5QzH5J6My6nvhBEkua/audio.wav,2,igbo,ibo,,,,
AUDIO_PATH_HERE/u3ekJTTDZdhE0gvqtDO0OREnQZzTbmZD/audio.wav,0,igbo,ibo,Female,24.0,Nigeria,
AUDIO_PATH_HERE/w7IxbdoJvJLopmUgbfRCnY4LKOO8sXlr/audio.wav,6,igbo,ibo,Male,29.0,Nigeria,Igbo
AUDIO_PATH_HERE/wIP1HtodNPgu9ZwPD3sBmMXjck109pu6/audio.wav,8,igbo,ibo,Male,28.0,Nigeria,
AUDIO_PATH_HERE/wnZJBxCeeZ3MTMBdyRmgWgtchkoxYVMc/audio.wav,2,igbo,ibo,,29.0,Nigeria,Afikpo
AUDIO_PATH_HERE/wniD3Dfp0MsOplUhtf0kVGswKrefpP8R/audio.wav,5,igbo,ibo,,,,
AUDIO_PATH_HERE/wocK5rNGLnQp7gpo22GzNClRZMLl3sAh/audio.wav,6,igbo,ibo,,29.0,Nigeria,Afikpo
AUDIO_PATH_HERE/wxukMEN8e1YkdZ3Bor4c7DL9XKOrtuM4/audio.wav,9,igbo,ibo,Male,26.0,Nigeria,
AUDIO_PATH_HERE/xwdeATqpOh7V2EPhfVttlJC15BPsgsGB/audio.wav,3,igbo,ibo,Male,27.0,,Afikpo
AUDIO_PATH_HERE/xyvJsCLzKnPj6DFrzKhOrfivHMkNKg9Y/audio.wav,0,igbo,ibo,Female,22.0,Nigeria,
AUDIO_PATH_HERE/yRke9DmZoGijF0mAu6Xe5D8sxpp9dV8g/audio.wav,9,igbo,ibo,,29.0,Nigeria,Afikpo
AUDIO_PATH_HERE/zEVSEMKdRrgMteZjP9EOowA3x5Cij7qb/audio.wav,8,igbo,ibo,,,,
AUDIO_PATH_HERE/zURFUJdsaYABb8JFF64ynAD2MGYqqwE1/audio.wav,1,igbo,ibo,Female,28.0,Nigeria,Igbo
